word,c1,c2,source_subtlex,source_yuwei,source_xianhan,subtlex_wcount,qwen_c1_probability_distribution,qwen_c1_score,qwen_c2_probability_distribution,qwen_c2_score,lexical_structure
耕地,耕,地,1,1,1,13,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9998,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0052,""7"":0.9946}",6.9944,VO
耕牛,耕,牛,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.9931,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9997,SUBORD
耕田,耕,田,1,1,0,4,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""7"":1.0}",6.9999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9996,VO
耕畜,耕,畜,0,1,1,,"{""2"":0.1393,""3"":0.0845,""5"":0.3787,""6"":0.3787,""7"":0.0189}",4.8295,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0141,""7"":0.9858}",6.9857,SUBORD
耕种,耕,种,1,1,1,28,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9998,COORD
耕织,耕,织,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0032,""7"":0.9967}",6.9966,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.011,""7"":0.989}",6.9889,COORD
耕耘,耕,耘,1,1,1,20,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.998}",6.998,COORD
耕读,耕,读,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0293,""7"":0.9705}",6.9703,"{""2"":0.0001,""4"":0.0001,""5"":0.0216,""6"":0.9194,""7"":0.0588}",6.0366,COORD
耗子,耗,子,1,1,1,201,"{""1"":0.9948,""2"":0.0046,""3"":0.0004,""4"":0.0001,""7"":0.0001}",1.006,"{""1"":0.9767,""2"":0.0051,""3"":0.0066,""4"":0.0007,""7"":0.0109}",1.0855,SFX
耗尽,耗,尽,1,1,0,124,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,COMP
耗损,耗,损,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9968,"{""2"":0.0,""4"":0.0,""5"":0.0004,""6"":0.5619,""7"":0.4376}",6.4372,COORD
耗散,耗,散,0,1,0,,"{""1"":0.0,""2"":0.0,""5"":0.0008,""6"":0.5617,""7"":0.4374}",6.4363,"{""2"":0.0001,""4"":0.0001,""5"":0.0115,""6"":0.8081,""7"":0.1803}",6.1684,COORD
耗时,耗,时,1,0,0,15,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.148,""7"":0.8516}",6.8511,"{""2"":0.0006,""3"":0.0003,""5"":0.0123,""6"":0.6702,""7"":0.3166}",6.301,VO
耗材,耗,材,1,1,1,2,"{""1"":0.0,""2"":0.0,""5"":0.0029,""6"":0.5605,""7"":0.4365}",6.4332,"{""2"":0.0001,""4"":0.0001,""5"":0.0102,""6"":0.4333,""7"":0.5563}",6.5454,SUBORD
耗油,耗,油,1,1,0,7,"{""1"":0.0,""2"":0.0,""5"":0.0018,""6"":0.2684,""7"":0.7297}",6.7275,"{""1"":0.0002,""2"":0.0004,""5"":0.0058,""6"":0.6748,""7"":0.3188}",6.3106,VO
耗用,耗,用,1,1,0,1,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""2"":0.0001,""4"":0.0,""5"":0.005,""6"":0.9477,""7"":0.0472}",6.0417,COORD
耗电,耗,电,1,1,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0052,""7"":0.9947}",6.9947,"{""1"":0.0,""2"":0.0,""5"":0.0004,""6"":0.0293,""7"":0.9702}",6.9696,VO
耗神,耗,神,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0036,""6"":0.6767,""7"":0.3197}",6.3159,"{""1"":0.0005,""2"":0.0009,""5"":0.0628,""6"":0.7651,""7"":0.1707}",6.1016,VO
耗竭,耗,竭,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0086,""7"":0.9914}",6.9914,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,COORD
耗能,耗,能,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.023,""7"":0.9769}",6.9767,"{""1"":0.0,""2"":0.0001,""5"":0.0029,""6"":0.4365,""7"":0.5605}",6.557,VO
耗费,耗,费,1,1,1,55,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9913}",6.9912,COORD
耗资,耗,资,1,1,1,10,"{""1"":0.0,""4"":0.0,""5"":0.002,""6"":0.7295,""7"":0.2684}",6.2662,"{""2"":0.0005,""3"":0.0003,""5"":0.0416,""6"":0.6504,""7"":0.3072}",6.263,VO
耘耥,耘,耥,0,0,1,,"{""1"":0.0028,""2"":0.0036,""5"":0.0444,""6"":0.6939,""7"":0.2553}",6.1822,"{""1"":0.0009,""2"":0.0104,""5"":0.0363,""6"":0.9354,""7"":0.0171}",5.935,COORD
耘锄,耘,锄,0,0,1,,"{""1"":0.0,""2"":0.0,""5"":0.0008,""6"":0.1479,""7"":0.8512}",6.8501,"{""1"":0.0001,""2"":0.0001,""5"":0.0007,""6"":0.2687,""7"":0.7305}",6.7291,COORD
耙地,耙,地,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.999}",6.9989,"{""1"":0.0001,""2"":0.0001,""5"":0.0018,""6"":0.06,""7"":0.938}",6.9353,VO
耙子,耙,子,1,1,1,20,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0007,""7"":0.9992}",6.9989,"{""1"":0.0148,""2"":0.0403,""5"":0.1805,""6"":0.3822,""7"":0.3822}",5.9664,SFX
耠子,耠,子,0,0,1,,"{""1"":0.7668,""2"":0.2197,""3"":0.0109,""4"":0.0007,""7"":0.0019}",1.2551,"{""1"":0.0644,""2"":0.6106,""3"":0.0826,""6"":0.1363,""7"":0.1061}",3.0938,SFX
耥耙,耥,耙,0,0,1,,"{""1"":0.108,""2"":0.7981,""3"":0.0241,""5"":0.0188,""6"":0.051}",2.1765,"{""2"":0.2116,""3"":0.0472,""5"":0.1648,""6"":0.448,""7"":0.1284}",4.9754,COORD
耦合,耦,合,1,1,1,8,"{""2"":0.6639,""3"":0.3136,""5"":0.0095,""6"":0.0095,""7"":0.0035}",2.3973,"{""2"":0.0129,""3"":0.058,""5"":0.5502,""6"":0.3337,""7"":0.0452}",5.2692,COORD
耧播,耧,播,0,0,1,,"{""1"":0.001,""2"":0.0003,""5"":0.001,""6"":0.1477,""7"":0.85}",6.8429,"{""1"":0.0008,""2"":0.0213,""5"":0.0129,""6"":0.9069,""7"":0.058}",5.9556,SUBORD
耩子,耩,子,0,0,1,,"{""1"":0.3351,""2"":0.5526,""3"":0.096,""6"":0.0101,""7"":0.0061}",1.832,"{""1"":0.0253,""2"":0.8375,""3"":0.1133,""6"":0.0119,""7"":0.0119}",2.1956,SFX
耳光,耳,光,1,1,1,173,"{""1"":0.0316,""3"":0.0316,""5"":0.4948,""6"":0.3001,""7"":0.1418}",5.3939,"{""1"":0.0994,""2"":0.7346,""3"":0.1639,""4"":0.0007,""7"":0.0014}",2.0729,SUBORD
耳力,耳,力,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0052,""7"":0.9947}",6.9946,"{""2"":0.0016,""3"":0.0026,""5"":0.3032,""6"":0.3032,""7"":0.3893}",6.0719,SUBORD
耳坠,耳,坠,0,1,1,,"{""1"":0.0002,""2"":0.0001,""5"":0.001,""6"":0.0758,""7"":0.923}",6.9207,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0052,""7"":0.9946}",6.9944,SUBORD
耳垂,耳,垂,1,1,1,27,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,"{""1"":0.0006,""2"":0.0002,""5"":0.0007,""6"":0.0032,""7"":0.9954}",6.9913,SUBORD
耳垢,耳,垢,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9913}",6.9912,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.998}",6.998,SUBORD
耳塞,耳,塞,1,1,1,50,"{""1"":0.0009,""2"":0.0003,""5"":0.0058,""6"":0.3186,""7"":0.6744}",6.6628,"{""1"":0.0,""2"":0.0,""5"":0.0005,""6"":0.0373,""7"":0.9621}",6.9612,SUBORD
耳子,耳,子,0,1,1,,"{""1"":0.662,""2"":0.3127,""3"":0.02,""4"":0.0008,""7"":0.0045}",1.3818,"{""1"":0.7269,""2"":0.2674,""3"":0.0049,""4"":0.0002,""7"":0.0005}",1.281,SFX
耳孔,耳,孔,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9984}",6.9983,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0007,""7"":0.9992}",6.9992,SUBORD
耳尖,耳,尖,0,1,1,,"{""1"":0.0002,""2"":0.0001,""5"":0.0091,""6"":0.4953,""7"":0.4953}",6.4849,"{""2"":0.0545,""3"":0.0545,""5"":0.4026,""6"":0.2442,""7"":0.2442}",5.4602,SUBORD
耳屎,耳,屎,1,1,1,21,"{""1"":0.0001,""4"":0.0,""5"":0.0002,""6"":0.018,""7"":0.9818}",6.9813,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0019,""7"":0.998}",6.9977,SUBORD
耳廓,耳,廓,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.993,SUBORD
耳性,耳,性,0,0,1,,"{""2"":0.4791,""3"":0.2263,""5"":0.1373,""6"":0.1069,""7"":0.0505}",3.3181,"{""1"":0.079,""2"":0.7497,""3"":0.1673,""4"":0.0009,""7"":0.0031}",2.1053,SUBORD
耳房,耳,房,0,1,1,,"{""1"":0.0014,""2"":0.0023,""5"":0.1591,""6"":0.7133,""7"":0.1239}",5.9488,"{""2"":0.0159,""3"":0.0022,""5"":0.2491,""6"":0.6772,""7"":0.0556}",5.7363,SUBORD
耳朵,耳,朵,1,1,1,1171,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9997,"{""1"":0.1711,""2"":0.0297,""3"":0.018,""6"":0.014,""7"":0.767}",5.7382,BINOME
耳机,耳,机,1,1,1,180,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.148,""7"":0.8517}",6.8514,"{""2"":0.7013,""3"":0.0949,""5"":0.0739,""6"":0.0349,""7"":0.0949}",2.9309,SUBORD
耳根,耳,根,1,1,1,10,"{""1"":0.0002,""2"":0.0002,""5"":0.0025,""6"":0.2221,""7"":0.7751}",6.771,"{""2"":0.1986,""3"":0.1986,""5"":0.3275,""6"":0.1205,""7"":0.1547}",4.4367,SUBORD
耳沉,耳,沉,0,0,1,,"{""1"":0.0257,""2"":0.8527,""3"":0.1154,""5"":0.0027,""7"":0.0035}",2.1152,"{""1"":0.0166,""2"":0.9068,""3"":0.0744,""5"":0.0008,""7"":0.0014}",2.0671,SP
耳热,耳,热,0,1,1,,"{""2"":0.0633,""3"":0.7709,""4"":0.0233,""5"":0.134,""7"":0.0086}",3.2622,"{""1"":0.0012,""2"":0.2213,""3"":0.7725,""4"":0.0022,""5"":0.0028}",2.7841,SP
耳熟,耳,熟,1,1,1,102,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.0953,""7"":0.9039}",6.9029,"{""1"":0.0,""2"":0.0,""5"":0.0014,""6"":0.06,""7"":0.9385}",6.9369,SP
耳环,耳,环,1,1,1,297,"{""1"":0.0,""2"":0.0,""5"":0.0004,""6"":0.0293,""7"":0.9703}",6.9697,"{""1"":0.0001,""2"":0.0001,""5"":0.0018,""6"":0.0473,""7"":0.9506}",6.9476,SUBORD
耳生,耳,生,0,1,1,,"{""1"":0.0345,""2"":0.693,""3"":0.2549,""5"":0.0099,""7"":0.0077}",2.2886,"{""1"":0.007,""2"":0.8063,""3"":0.1799,""5"":0.0042,""7"":0.0026}",2.1985,SP
耳目,耳,目,1,1,1,73,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0067,""7"":0.9931}",6.9927,"{""2"":0.0008,""4"":0.001,""5"":0.0527,""6"":0.3034,""7"":0.6422}",6.5846,COORD
耳福,耳,福,1,1,1,2,"{""1"":0.1347,""2"":0.47,""3"":0.1729,""5"":0.1729,""6"":0.0495}",2.7551,"{""1"":0.1317,""2"":0.5904,""3"":0.2172,""5"":0.0377,""6"":0.0229}",2.2903,SUBORD
耳穴,耳,穴,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0601,""7"":0.9396}",6.9392,"{""2"":0.0,""3"":0.0,""5"":0.0024,""6"":0.6775,""7"":0.32}",6.3174,SUBORD
耳聋,耳,聋,1,0,0,15,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9999,SP
耳背,耳,背,1,1,1,11,"{""1"":0.0025,""2"":0.0012,""5"":0.0144,""6"":0.6112,""7"":0.3707}",6.3391,"{""1"":0.065,""2"":0.0506,""5"":0.4805,""6"":0.227,""7"":0.1768}",5.1685,SP
耳膜,耳,膜,1,1,1,9,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9914}",6.9913,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9974,SUBORD
耳蜗,耳,蜗,0,0,1,,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.0601,""7"":0.9397}",6.9393,"{""2"":0.0164,""3"":0.0271,""5"":0.2569,""6"":0.5438,""7"":0.1558}",5.752,SUBORD
耳语,耳,语,1,1,1,62,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0293,""7"":0.9706}",6.9705,"{""1"":0.001,""2"":0.0008,""5"":0.0346,""6"":0.5417,""7"":0.4218}",6.3787,SUBORD
耳轮,耳,轮,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0007,""6"":0.0373,""7"":0.962}",6.9612,"{""2"":0.0021,""3"":0.0028,""5"":0.3188,""6"":0.5257,""7"":0.1506}",5.8149,SUBORD
耳边,耳,边,1,0,0,127,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""1"":0.0005,""2"":0.0003,""5"":0.0132,""6"":0.2652,""7"":0.7208}",6.7038,SUBORD
耳郭,耳,郭,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9986,"{""1"":0.0,""2"":0.0,""5"":0.0001,""6"":0.0032,""7"":0.9967}",6.9964,SUBORD
耳针,耳,针,1,1,1,1,"{""1"":0.0008,""2"":0.0013,""5"":0.1639,""6"":0.7346,""7"":0.0994}",5.9267,"{""2"":0.0037,""3"":0.0018,""5"":0.2047,""6"":0.7145,""7"":0.0753}",5.8503,SUBORD
耳门,耳,门,0,0,1,,"{""2"":0.0051,""3"":0.0024,""5"":0.1306,""6"":0.5854,""7"":0.2765}",6.1185,"{""2"":0.3445,""3"":0.568,""5"":0.0599,""6"":0.0104,""7"":0.0172}",2.875,SUBORD
耳闻,耳,闻,1,1,1,53,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.999}",6.999,SP
耳际,耳,际,1,1,0,4,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0373,""7"":0.9625}",6.9624,"{""2"":0.0,""4"":0.0,""5"":0.0043,""6"":0.814,""7"":0.1816}",6.1772,SUBORD
耳音,耳,音,0,1,1,,"{""1"":0.0001,""4"":0.0001,""5"":0.0102,""6"":0.5563,""7"":0.4333}",6.4223,"{""1"":0.0002,""2"":0.0004,""5"":0.0115,""6"":0.8076,""7"":0.1802}",6.1658,SUBORD
耳顺,耳,顺,0,1,1,,"{""1"":0.0034,""3"":0.002,""5"":0.0525,""6"":0.6398,""7"":0.3022}",6.2268,"{""3"":0.092,""4"":0.0205,""5"":0.6799,""6"":0.1517,""7"":0.0558}",5.0588,SP
耳风,耳,风,0,0,1,,"{""1"":0.0139,""2"":0.9747,""3"":0.0108,""4"":0.0003,""7"":0.0003}",1.9991,"{""1"":0.033,""2"":0.85,""3"":0.115,""4"":0.001,""7"":0.001}",2.089,SUBORD
耳食,耳,食,0,0,1,,"{""1"":0.0532,""2"":0.9427,""3"":0.0039,""4"":0.0001,""7"":0.0001}",1.9514,"{""1"":0.0419,""2"":0.9529,""3"":0.005,""4"":0.0001,""7"":0.0001}",1.9637,SUBORD
耳饰,耳,饰,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.023,""7"":0.9768}",6.9766,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,SUBORD
耳鸣,耳,鸣,1,1,1,13,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.0758,""7"":0.9239}",6.9236,"{""1"":0.0051,""3"":0.0084,""5"":0.4595,""6"":0.1691,""7"":0.3579}",5.8476,SP
耳麦,耳,麦,0,0,1,,"{""1"":0.0019,""2"":0.0035,""5"":0.0907,""6"":0.861,""7"":0.0429}",5.9286,"{""1"":0.0146,""2"":0.7995,""3"":0.1784,""5"":0.0037,""7"":0.0037}",2.1934,SUBORD
耳鼓,耳,鼓,1,1,1,5,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.0373,""7"":0.9622}",6.9616,"{""2"":0.0025,""3"":0.0025,""5"":0.1723,""6"":0.6015,""7"":0.2213}",6.0317,SUBORD
耵聍,耵,聍,0,0,1,,"{""1"":0.9212,""2"":0.0102,""3"":0.0048,""6"":0.0048,""7"":0.0589}",1.3974,"{""1"":0.8039,""2"":0.066,""3"":0.0847,""4"":0.0054,""7"":0.04}",1.4918,BINOME
耶哥,耶,哥,1,0,0,7,"{""1"":0.96,""2"":0.0372,""3"":0.0024,""4"":0.0001,""7"":0.0003}",1.0441,"{""1"":0.6444,""2"":0.0872,""3"":0.0195,""5"":0.0118,""7"":0.2371}",2.5958,PFX
耶斯,耶,斯,1,0,0,1,"{""1"":0.9871,""2"":0.011,""3"":0.0012,""4"":0.0001,""7"":0.0007}",1.0178,"{""1"":0.9293,""2"":0.0594,""3"":0.008,""4"":0.0003,""7"":0.003}",1.0942,PLW
耶烈,耶,烈,1,0,0,1,"{""1"":0.9956,""2"":0.0041,""3"":0.0003,""7"":0.0001}",1.0052,"{""1"":0.3124,""2"":0.515,""3"":0.1149,""6"":0.0035,""7"":0.0543}",2.0878,BINOME
耶稣,耶,稣,1,1,1,1504,"{""1"":0.0003,""2"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9991}",6.9977,"{""1"":0.4686,""2"":0.2842,""3"":0.2214,""4"":0.0025,""7"":0.0233}",1.8743,PLW
耶苏,耶,苏,1,0,0,1,"{""1"":0.3264,""2"":0.1542,""3"":0.0728,""6"":0.1201,""7"":0.3264}",3.8589,"{""1"":0.7569,""2"":0.0139,""3"":0.0084,""6"":0.004,""7"":0.2169}",2.3517,PLW
耶茨,耶,茨,1,0,0,1,"{""1"":0.9973,""2"":0.0025,""3"":0.0002,""4"":0.0,""7"":0.0001}",1.0033,"{""1"":0.9513,""2"":0.0474,""3"":0.0009,""4"":0.0002,""7"":0.0003}",1.0515,PLW
耶西,耶,西,1,0,0,5,"{""1"":0.9909,""2"":0.0086,""3"":0.0004,""4"":0.0,""7"":0.0001}",1.0099,"{""1"":0.9985,""2"":0.0006,""3"":0.0004,""4"":0.0001,""7"":0.0004}",1.0042,PLW
耶酥,耶,酥,1,0,0,101,"{""1"":0.5881,""2"":0.0796,""3"":0.0138,""6"":0.1022,""7"":0.2163}",2.9162,"{""1"":0.9824,""2"":0.014,""3"":0.0019,""4"":0.0002,""7"":0.0015}",1.0273,PLW
耶鲁,耶,鲁,1,0,0,335,"{""1"":0.9984,""2"":0.0013,""3"":0.0001,""4"":0.0,""7"":0.0001}",1.0021,"{""1"":0.9979,""2"":0.0017,""3"":0.0002,""4"":0.0001,""7"":0.0001}",1.0028,PLW
耷拉,耷,拉,1,1,1,13,"{""1"":0.0011,""2"":0.0004,""5"":0.0048,""6"":0.5586,""7"":0.4351}",6.4232,"{""2"":0.0185,""3"":0.0087,""5"":0.4771,""6"":0.4771,""7"":0.0185}",5.4412,BINOME
耸动,耸,动,0,1,1,,"{""2"":0.001,""3"":0.0007,""5"":0.1418,""6"":0.8159,""7"":0.0406}",5.8928,"{""2"":0.002,""3"":0.0004,""5"":0.1807,""6"":0.8098,""7"":0.007}",5.8169,COORD
耸峙,耸,峙,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0023,""6"":0.922,""7"":0.0757}",6.0732,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0373,""7"":0.9625}",6.9624,COORD
耸立,耸,立,1,1,1,12,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,COMP
耸肩,耸,肩,1,1,1,27,"{""1"":0.0006,""2"":0.0003,""5"":0.0241,""6"":0.1779,""7"":0.7972}",6.7692,"{""2"":0.0001,""3"":0.0001,""5"":0.011,""6"":0.7686,""7"":0.2202}",6.2084,VO
耸身,耸,身,0,1,0,,"{""2"":0.0005,""3"":0.0005,""5"":0.1172,""6"":0.866,""7"":0.0159}",5.8953,"{""2"":0.0126,""3"":0.0725,""5"":0.8836,""6"":0.0267,""7"":0.0046}",4.8531,VO
耻于,耻,于,0,1,0,,"{""1"":0.0001,""4"":0.0,""5"":0.0001,""6"":0.0009,""7"":0.9989}",6.9985,"{""2"":0.5152,""3"":0.3125,""5"":0.0697,""6"":0.0697,""7"":0.0329}",2.9652,SFX
耻笑,耻,笑,1,1,1,15,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.0474,""7"":0.9524}",6.9522,"{""1"":0.0022,""2"":0.0017,""5"":0.0438,""6"":0.8801,""7"":0.0722}",6.0107,COORD
耻辱,耻,辱,1,1,1,297,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9998,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,COORD
耻骨,耻,骨,1,1,1,4,"{""1"":0.1056,""2"":0.8843,""3"":0.0098,""4"":0.0002,""7"":0.0001}",1.905,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0293,""7"":0.9704}",6.97,SUBORD
耽于,耽,于,1,0,0,2,"{""1"":0.0185,""2"":0.4771,""3"":0.4771,""5"":0.0087,""7"":0.0185}",2.5773,"{""1"":0.0075,""2"":0.8686,""3"":0.1176,""6"":0.0035,""7"":0.0028}",2.1381,VO
耽搁,耽,搁,1,1,1,194,"{""1"":0.0009,""2"":0.0018,""5"":0.1638,""6"":0.7342,""7"":0.0994}",5.924,"{""2"":0.0005,""3"":0.0001,""5"":0.036,""6"":0.9274,""7"":0.036}",5.9975,BINOME
耽误,耽,误,1,1,1,318,"{""1"":0.0002,""2"":0.0002,""5"":0.0134,""6"":0.9394,""7"":0.0468}",6.0314,"{""1"":0.0012,""2"":0.0069,""5"":0.1783,""6"":0.799,""7"":0.0146}",5.8027,COORD
耿东,耿,东,1,0,0,3,"{""1"":0.1159,""2"":0.8562,""3"":0.0259,""4"":0.0005,""7"":0.0017}",1.9192,"{""1"":0.0322,""2"":0.6469,""3"":0.3056,""5"":0.0034,""7"":0.0118}",2.3428,SUBORD
耿介,耿,介,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9958,"{""2"":0.0,""4"":0.0,""5"":0.0063,""6"":0.2672,""7"":0.7264}",6.72,COORD
耿直,耿,直,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9996,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,COORD
耿耿,耿,耿,1,1,1,2,"{""1"":0.0003,""2"":0.0003,""5"":0.011,""6"":0.2201,""7"":0.7683}",6.7543,"{""1"":0.0004,""2"":0.0004,""5"":0.0229,""6"":0.2174,""7"":0.7588}",6.7321,PHON_RED
聆取,聆,取,0,0,1,,"{""2"":0.0144,""3"":0.0238,""5"":0.4775,""6"":0.4775,""7"":0.0068}",5.4003,"{""2"":0.0535,""3"":0.1868,""5"":0.6518,""6"":0.0882,""7"":0.0197}",4.5936,COORD
聆听,聆,听,1,1,1,206,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9996,"{""2"":0.0,""4"":0.0,""5"":0.0008,""6"":0.1479,""7"":0.8512}",6.8503,COORD
聆教,聆,教,0,0,1,,"{""1"":0.0001,""2"":0.0001,""5"":0.0102,""6"":0.5563,""7"":0.4332}",6.4217,"{""1"":0.0006,""2"":0.0008,""5"":0.0272,""6"":0.4253,""7"":0.5461}",6.5124,VO
聊且,聊,且,0,0,1,,"{""1"":0.8086,""2"":0.1804,""3"":0.009,""4"":0.0004,""7"":0.0016}",1.2091,"{""1"":0.0051,""2"":0.9653,""3"":0.0291,""4"":0.0002,""7"":0.0003}",2.0261,BINOME
聊以,聊,以,1,1,0,2,"{""1"":0.0025,""2"":0.3754,""3"":0.6189,""4"":0.0012,""5"":0.002}",2.6247,"{""1"":0.0018,""2"":0.9216,""3"":0.0757,""4"":0.0003,""7"":0.0007}",2.0777,PFX
聊天,聊,天,1,1,0,1122,"{""1"":0.0002,""2"":0.0001,""5"":0.0005,""6"":0.011,""7"":0.9883}",6.9867,"{""1"":0.3617,""2"":0.5963,""3"":0.0381,""4"":0.0017,""7"":0.0022}",1.6905,VO
聊聊,聊,聊,1,0,0,1145,"{""1"":0.0001,""4"":0.0001,""5"":0.0005,""6"":0.0141,""7"":0.9852}",6.9841,"{""1"":0.0,""4"":0.0001,""5"":0.0007,""6"":0.011,""7"":0.9882}",6.9872,MORPH_RED
聊表,聊,表,0,1,0,,"{""1"":0.0051,""2"":0.5922,""3"":0.3592,""5"":0.0295,""6"":0.0139}",2.4983,"{""2"":0.0971,""3"":0.7178,""4"":0.008,""5"":0.1602,""6"":0.0169}",3.2818,SUBORD
聊赖,聊,赖,0,0,1,,"{""1"":0.0462,""2"":0.9276,""3"":0.0218,""6"":0.0007,""7"":0.0038}",1.9972,"{""1"":0.0064,""2"":0.9538,""3"":0.037,""6"":0.0005,""7"":0.0024}",2.0442,BINOME
